lat;lon;mcc;mnc;ci;pci;earfcn;bandwidth;rsrp;rssi;rssnr;
55.01333590000000;82.95275190000000;250;2;138256652;327;1875;0;-78;0;-1;
55.01332400000000;82.95278130000000;250;2;138256652;327;1875;0;-78;0;-1;
55.01332400000000;82.95278130000000;250;2;138256652;327;1875;0;-78;0;-1;
55.01330380000000;82.95282390000000;250;2;138256652;327;1875;0;-78;0;-1;
55.01330380000000;82.95282390000000;250;2;138256652;327;1875;0;-78;0;-1;
55.01328620000000;82.95287140000001;250;2;138256652;327;1875;0;-78;0;-1;
55.01328620000000;82.95287140000001;250;2;138256652;327;1875;0;-78;0;-1;
55.04361650000000;82.92278360000000;250;2;138256652;327;1875;0;-78;0;-1;
55.01322850000000;82.95301630000000;250;2;138256652;241;1875;0;-74;0;0;
55.01322850000000;82.95301630000000;250;2;138256652;241;1875;0;-74;0;0;
55.01320910000000;82.95305180000000;250;2;138256652;241;1875;0;-74;0;0;
55.01320910000000;82.95305180000000;250;2;138256652;241;1875;0;-74;0;0;
55.01320130000000;82.95309190000000;250;2;138256652;241;1875;0;-74;0;0;
55.01320130000000;82.95309190000000;250;2;138256652;241;1875;0;-74;0;0;
55.01320910000000;82.95311070000000;250;2;138256652;241;1875;0;-74;0;0;
55.01320910000000;82.95311070000000;250;2;138256652;241;1875;0;-74;0;0;
55.01321110000000;82.95310840000000;250;2;138256652;241;1875;0;-74;0;0;
55.01321130000000;82.95310809999999;250;2;138256652;241;1875;0;-74;0;0;
55.01321130000000;82.95310790000001;250;2;138256652;241;1875;0;-74;0;0;
55.01321130000000;82.95310790000001;250;2;138256652;241;1875;0;-74;0;0;
55.01320900000000;82.95309740000000;250;2;138256652;241;1875;0;-74;0;0;
55.01320980000000;82.95309589999999;250;2;138256652;241;1875;0;-74;0;0;
55.01321690000000;82.95309420000000;250;2;138256652;241;1875;0;-74;0;0;
55.01321720000000;82.95309520000001;250;2;138256652;241;1875;0;-74;0;0;
55.01321720000000;82.95309520000001;250;2;138256652;241;1875;0;-74;0;0;
55.01321700000000;82.95309399999999;250;2;138256652;241;1875;0;-74;0;0;
55.01321700000000;82.95309399999999;250;2;138256652;241;1875;0;-74;0;0;
55.01320790000000;82.95309659999999;250;2;138256652;241;1875;0;-74;0;0;
55.01320790000000;82.95309659999999;250;2;138256652;241;1875;0;-74;0;0;
55.01320820000000;82.95309800000000;250;2;138256652;241;1875;0;-74;0;0;
55.01320820000000;82.95309800000000;250;2;138256652;241;1875;0;-74;0;0;
55.01320840000000;82.95309740000000;250;2;138256652;241;1875;0;-74;0;0;
55.01320840000000;82.95309740000000;250;2;138256652;241;1875;0;-74;0;0;
55.01321100000000;82.95310100000000;250;2;138256652;241;1875;0;-74;0;0;
55.01320830000000;82.95309650000000;250;2;138256652;241;1875;0;-74;0;0;
55.01320830000000;82.95309650000000;250;2;138256652;241;1875;0;-74;0;0;
55.01320820000000;82.95309600000000;250;2;138256652;241;1875;0;-74;0;0;
55.01319920000000;82.95310040000000;250;2;138256652;241;1875;0;-74;0;0;
55.01319310000000;82.95309850000000;250;2;138256652;241;1875;0;-74;0;0;
55.01318730000000;82.95309460000000;250;2;138256652;241;1875;0;-74;0;0;
55.01318560000000;82.95309200000000;250;2;138256652;241;1875;0;-74;0;0;
55.01318500000000;82.95309090000001;250;2;138256652;241;1875;0;-74;0;0;
55.01318470000000;82.95309030000000;250;2;138256652;241;1875;0;-74;0;0;
55.01318460000000;82.95308980000000;250;2;138256652;241;1875;0;-74;0;0;
55.01318460000000;82.95308950000000;250;2;138256652;241;1875;0;-74;0;0;
55.01318450000000;82.95308930000000;250;2;138256652;241;1875;0;-74;0;0;
55.01318450000000;82.95308919999999;250;2;138256652;241;1875;0;-74;0;0;
55.01318450000000;82.95308910000000;250;2;138256652;241;1875;0;-74;0;0;
55.01318450000000;82.95308910000000;250;2;138256652;241;1875;0;-74;0;0;
55.01318450000000;82.95308900000001;250;2;138256652;241;1875;0;-74;0;0;
55.01318450000000;82.95308900000001;250;2;138256652;241;1875;0;-74;0;0;
55.01318450000000;82.95308900000001;250;2;138256652;241;1875;0;-74;0;0;
55.01318450000000;82.95308900000001;250;2;138256652;241;1875;0;-74;0;0;
55.01318450000000;82.95308900000001;250;2;138256652;241;1875;0;-74;0;0;
55.01319330000000;82.95310069999999;250;2;138256652;241;1875;0;-74;0;0;
55.01319430000000;82.95310240000001;250;2;138256652;241;1875;0;-74;0;0;
55.01319250000000;82.95310090000000;250;2;138256652;241;1875;0;-74;0;0;
55.01319250000000;82.95309930000001;250;2;138256652;241;1875;0;-74;0;0;
55.01319240000000;82.95309890000000;250;2;138256652;241;1875;0;-74;0;0;
55.01319240000000;82.95309870000000;250;2;138256652;241;1875;0;-74;0;0;
55.01319240000000;82.95309860000000;250;2;138256652;241;1875;0;-74;0;0;
55.01319240000000;82.95309860000000;250;2;138256652;241;1875;0;-74;0;0;
55.01319240000000;82.95309860000000;250;2;138256652;241;1875;0;-74;0;0;
55.01319240000000;82.95309860000000;250;2;138256652;241;1875;0;-74;0;0;
55.01319000000000;82.95308910000000;250;2;138256652;241;1875;0;-74;0;0;
55.01318910000000;82.95308420000001;250;2;138256652;241;1875;0;-74;0;0;
55.01319100000000;82.95307980000000;250;2;138256652;241;1875;0;-74;0;0;
55.01319370000000;82.95307870000001;250;2;138256652;241;1875;0;-74;0;0;
55.01319650000000;82.95307579999999;250;2;138256652;241;1875;0;-74;0;0;
55.01319780000000;82.95308009999999;250;2;138256652;241;1875;0;-74;0;0;
55.01319470000000;82.95308009999999;250;2;138256652;241;1875;0;-74;0;0;
55.01319610000000;82.95307960000000;250;2;138256652;241;1875;0;-74;0;0;
55.01319610000000;82.95307960000000;250;2;138256652;241;1875;0;-74;0;0;
55.01320450000000;82.95308510000000;250;2;138256652;241;1875;0;-74;0;0;
55.01320490000000;82.95308550000000;250;2;138256652;241;1875;0;-74;0;0;
55.01320460000000;82.95308540000001;250;2;138256652;241;1875;0;-74;0;0;
55.01319140000000;82.95309039999999;250;2;138256652;241;1875;0;-74;0;0;
55.01317530000000;82.95309000000000;250;2;138256652;241;1875;0;-74;0;0;
55.01317460000000;82.95308439999999;250;2;138256652;241;1875;0;-74;0;0;
55.01317870000000;82.95307960000000;250;2;138256652;241;1875;0;-74;0;0;
55.01318070000000;82.95307760000000;250;2;138256652;241;1875;0;-74;0;0;
55.01318150000000;82.95307680000001;250;2;138256652;241;1875;0;-74;0;0;
55.01318180000000;82.95307660000000;250;2;138256652;241;1875;0;-74;0;0;
55.01317880000000;82.95307910000000;250;2;138256652;241;1875;0;-74;0;0;
55.01317840000000;82.95308020000000;250;2;138256652;241;1875;0;-74;0;0;
55.01318100000000;82.95308290000000;250;2;138256652;241;1875;0;-74;0;0;
55.01318250000000;82.95308120000000;250;2;138256652;241;1875;0;-74;0;0;
55.01319120000000;82.95308360000000;250;2;138256652;241;1875;0;-74;0;0;
55.01319890000000;82.95309360000000;250;2;138256652;241;1875;0;-74;0;0;
55.01320890000000;82.95311390000001;250;2;138256652;241;1875;0;-74;0;0;
55.01323350000000;82.95312819999999;250;2;138256652;241;1875;0;-74;0;0;
55.01322270000000;82.95305890000000;250;2;138256652;241;1875;0;-74;0;0;
55.01321160000000;82.95308510000000;250;2;138256652;241;1875;0;-74;0;0;
55.01319250000000;82.95311300000000;250;2;138256652;241;1875;0;-74;0;0;
55.01317240000000;82.95311340000001;250;2;138256652;241;1875;0;-74;0;0;
55.01315270000000;82.95312680000001;250;2;138256652;241;1875;0;-74;0;0;
55.01314190000000;82.95315570000000;250;2;138256652;241;1875;0;-74;0;0;
55.01311820000000;82.95323930000001;250;2;138256652;241;1875;0;-74;0;0;
55.01311820000000;82.95323930000001;250;2;138256652;241;1875;0;-74;0;0;
55.01310750000000;82.95329850000000;250;2;138256652;241;1875;0;-74;0;0;
55.01310430000000;82.95332370000000;250;2;138256652;241;1875;0;-74;0;0;
55.01309710000000;82.95334510000001;250;2;138256652;241;1875;0;-74;0;0;
55.01307220000000;82.95338460000001;250;2;138256652;241;1875;0;-74;0;0;
55.01306220000000;82.95340260000000;250;2;138256652;241;1875;0;-74;0;0;
55.01304550000000;82.95344969999999;250;2;138256652;241;1875;0;-74;0;0;
55.01304550000000;82.95344969999999;250;2;138256652;241;1875;0;-74;0;0;
55.01302390000000;82.95348140000000;250;2;138256652;241;1875;0;-74;0;0;
55.01302390000000;82.95348140000000;250;2;138256652;241;1875;0;-74;0;0;
55.01300610000000;82.95350560000000;250;2;138256652;241;1875;0;-74;0;0;
55.01300610000000;82.95350560000000;250;2;138256652;241;1875;0;-74;0;0;
55.01298950000000;82.95354020000001;250;2;138256652;241;1875;0;-74;0;0;
55.01298950000000;82.95354020000001;250;2;138256652;241;1875;0;-74;0;0;
55.01297690000000;82.95357620000000;250;2;138256652;241;1875;0;-74;0;0;
55.01297690000000;82.95357620000000;250;2;138256652;241;1875;0;-74;0;0;
55.01296080000000;82.95360870000000;250;2;138256652;241;1875;0;-74;0;0;
55.01296080000000;82.95360870000000;250;2;138256652;241;1875;0;-74;0;0;
55.01294320000000;82.95365200000001;250;2;138256652;241;1875;0;-74;0;0;
55.01294320000000;82.95365200000001;250;2;138256652;241;1875;0;-74;0;0;
55.01292300000000;82.95368750000000;250;2;138256652;241;1875;0;-74;0;0;
55.01291530000000;82.95370749999999;250;2;138256652;241;1875;0;-74;0;0;
55.01290950000000;82.95372630000000;250;2;138256652;241;1875;0;-74;0;0;
55.01289670000000;82.95376400000001;250;2;138256652;241;1875;0;-74;0;0;
55.01288840000000;82.95378409999999;250;2;138256652;241;1875;0;-74;0;0;
55.01286740000000;82.95381500000001;250;2;138256652;241;1875;0;-74;0;0;
55.01286740000000;82.95381500000001;250;2;138256652;241;1875;0;-74;0;0;
55.01284760000000;82.95384559999999;250;2;138256652;241;1875;0;-74;0;0;
55.01284760000000;82.95384559999999;250;2;138256652;241;1875;0;-74;0;0;
55.01282630000000;82.95388090000000;250;2;138256652;241;1875;0;-74;0;0;
55.01282630000000;82.95388090000000;250;2;138256652;241;1875;0;-74;0;0;
55.01280860000000;82.95390340000000;250;2;138256652;241;1875;0;-74;0;0;
55.01280860000000;82.95390340000000;250;2;138256652;241;1875;0;-74;0;0;
55.01279150000000;82.95393980000000;250;2;138256652;241;1875;0;-74;0;0;
55.01279150000000;82.95393980000000;250;2;138256652;241;1875;0;-74;0;0;
55.01278290000000;82.95399310000001;250;2;138256652;241;1875;0;-74;0;0;
55.01278290000000;82.95399310000001;250;2;138256652;241;1875;0;-74;0;0;
55.01276680000000;82.95402930000000;250;2;138256652;241;1875;0;-74;0;0;
55.01276680000000;82.95402930000000;250;2;138256652;241;1875;0;-74;0;0;
55.01275140000000;82.95405340000001;250;2;138256652;241;1875;0;-74;0;0;
55.01273450000000;82.95408140000001;250;2;138256652;241;1875;0;-74;0;0;
55.01272700000000;82.95409479999999;250;2;138256652;241;1875;0;-74;0;0;
55.01271910000000;82.95410980000000;250;2;138256652;241;1875;0;-74;0;0;
55.01271210000000;82.95412820000000;250;2;138256652;241;1875;0;-74;0;0;
55.01270790000000;82.95414529999999;250;2;138256652;241;1875;0;-74;0;0;
55.01270300000000;82.95416010000000;250;2;138256652;241;1875;0;-74;0;0;
55.01269640000000;82.95417930000001;250;2;138256652;241;1875;0;-74;0;0;
55.01269240000000;82.95420210000000;250;2;138256652;241;1875;0;-74;0;0;
55.01268950000000;82.95422290000000;250;2;138256652;241;1875;0;-74;0;0;
55.01268660000000;82.95424319999999;250;2;138256652;241;1875;0;-74;0;0;
55.01268330000000;82.95426420000000;250;2;138256652;241;1875;0;-74;0;0;
55.01268190000000;82.95428400000000;250;2;138256652;241;1875;0;-74;0;0;
55.01267790000000;82.95430270000000;250;2;138256652;241;1875;0;-74;0;0;
55.01266690000000;82.95433910000000;250;2;138256652;241;1875;0;-74;0;0;
55.01264270000000;82.95438070000000;250;2;138256652;241;1875;0;-74;0;0;
55.01263210000000;82.95439750000000;250;2;138256652;241;1875;0;-74;0;0;
55.01262360000000;82.95441889999999;250;2;138256652;241;1875;0;-74;0;0;
55.01261370000000;82.95444280000000;250;2;138256652;241;1875;0;-74;0;0;
55.01260480000000;82.95446880000000;250;2;138256652;241;1875;0;-74;0;0;
55.01259700000000;82.95449460000000;250;2;138256652;241;1875;0;-74;0;0;
55.01258930000000;82.95452000000000;250;2;138256652;241;1875;0;-74;0;0;
55.01258430000000;82.95454570000000;250;2;138256652;241;1875;0;-74;0;0;
55.01257930000000;82.95456650000000;250;2;138256652;241;1875;0;-74;0;0;
55.01257670000000;82.95457840000000;250;2;138256652;241;1875;0;-74;0;0;
55.01257250000000;82.95459580000001;250;2;138256652;241;1875;0;-74;0;0;
55.01256440000000;82.95462110000000;250;2;138256652;241;1875;0;-74;0;0;
55.01255590000000;82.95464610000001;250;2;138256652;241;1875;0;-74;0;0;
55.01254640000000;82.95466810000001;250;2;138256652;241;1875;0;-74;0;0;
55.01252480000000;82.95471209999999;250;2;138256652;241;1875;0;-74;0;0;
55.01252480000000;82.95471209999999;250;2;138256652;241;1875;0;-74;0;0;
55.04282630000000;82.92207790000001;250;2;138256652;327;1875;0;-78;0;-1;
55.04311640000000;82.92279050000000;250;2;138256652;327;1875;0;-78;0;-1;
55.04354220000000;82.92283730000000;250;2;138256652;327;1875;0;-78;0;-1;
55.04356830000000;82.92281680000001;250;2;138256652;327;1875;0;-78;0;-1;
55.03951100000000;82.96082900000000;250;2;138256652;241;1875;0;-74;0;0;
55.03950070000000;82.96084650000000;250;2;138256652;241;1875;0;-74;0;0;
55.03948960000000;82.96084470000000;250;2;138256652;241;1875;0;-74;0;0;
55.03948510000000;82.96084600000000;250;2;138256652;241;1875;0;-74;0;0;
55.03947630000000;82.96083500000000;250;2;138256652;241;1875;0;-74;0;0;
55.01290290000000;82.95374500000000;250;2;138256652;241;1875;0;-74;0;0;
55.01267420000000;82.95431910000001;250;2;138256652;241;1875;0;-74;0;0;
55.01265650000000;82.95436030000000;250;2;138256652;241;1875;0;-74;0;0;
55.01322180000000;82.95312890000000;250;2;138256652;241;1875;0;-74;0;0;
55.01313190000000;82.95318340000000;250;2;138256652;241;1875;0;-74;0;0;
55.01308450000000;82.95336229999999;250;2;138256652;241;1875;0;-74;0;0;
55.01275140000000;82.95405340000001;250;2;138256652;241;1875;0;-74;0;0;
55.04256540000000;82.92282419999999;250;2;138256652;327;1875;0;-78;0;-1;
55.03955780000000;82.96072839999999;250;2;138256652;241;1875;0;-74;0;0;
55.03960250000000;82.96071870000000;250;2;138256652;241;1875;0;-74;0;0;
55.03964360000000;82.96070680000000;250;2;138256652;241;1875;0;-74;0;0;
55.03965510000000;82.96070820000000;250;2;138256652;241;1875;0;-74;0;0;
55.03965970000000;82.96069930000000;250;2;138256652;241;1875;0;-74;0;0;
55.01318290000000;82.95309080000000;250;2;138256652;241;1875;0;-74;0;0;
